,tags
9630,PRON AUX PUNCT ADP NOUN PUNCT NOUN PUNCT
9631,PROPN AUX PART VERB ADJ NOUN NOUN ADP DET ADJ NOUN PUNCT PUNCT
9632,ADV PRON VERB DET NOUN ADP PRON PUNCT SCONJ PRON VERB ADP PROPN PUNCT PART VERB NOUN PRON ADP DET NOUN PUNCT
9633,NOUN AUX VERB CCONJ VERB ADP PROPN CCONJ AUX PART DET NOUN ADP DET ADJ ADJ ADJ NOUN CCONJ ADP DET ADJ NOUN ADP NOUN ADP NOUN PUNCT
9634,ADJ NOUN AUX DET VERB NOUN PUNCT
9635,DET ADJ NOUN ADP DET NOUN AUX VERB ADP DET NOUN PUNCT PUNCT PUNCT ADV PROPN VERB NOUN ADP PRON ADJ NOUN PUNCT PUNCT
9636,ADP DET NOUN ADP PROPN PRON VERB PRON PUNCT PUNCT
9637,PRON VERB DET NOUN ADP DET NOUN ADP PROPN SCONJ DET NOUN ADP PROPN CCONJ DET NOUN AUX ADV VERB PUNCT ADV ADV ADV ADP DET NOUN PUNCT PUNCT PUNCT SCONJ DET PUNCT PROPN PUNCT PROPN AUX ADJ ADP DET NOUN PUNCT DET DET NOUN AUX ADV ADP DET NOUN NOUN PUNCT PUNCT
9638,CCONJ PUNCT AUX VERB ADJ PUNCT PRON AUX AUX DET ADJ NOUN PUNCT VERB DET NOUN PUNCT ADP PROPN PUNCT ADP PRON NOUN PUNCT CCONJ PART VERB DET NOUN PUNCT ADP PROPN PUNCT ADP DET PROPN PUNCT PUNCT
9639,ADV DET NOUN ADP PROPN AUX PRON PRON VERB DET NOUN DET NOUN CCONJ PART DET NOUN PUNCT PUNCT
9640,DET NOUN ADP PROPN PUNCT ADP NOUN PUNCT AUX PRON PRON VERB DET NOUN DET NOUN ADP PROPN CCONJ PART ADV DET ADJ NOUN PUNCT
9641,ADJ NOUN ADP PROPN PUNCT ADV PUNCT VERB PRON ADJ SCONJ PRON AUX PART ADV VERB DET NOUN PUNCT
9642,PRON AUX PART VERB PART VERB SCONJ PROPN VERB DET NOUN ADP PROPN CCONJ PRON NOUN ADP DET NOUN PUNCT PUNCT
9643,SCONJ PRON AUX VERB PART ADV ADJ PUNCT CCONJ ADV ADV ADJ PUNCT CCONJ ADJ ADP NOUN ADV ADV ADP ADP NOUN PUNCT
9644,ADV PROPN VERB NOUN PART NOUN SCONJ VERB PUNCT
9645,PUNCT PUNCT ADV SCONJ DET NOUN AUX PART VERB NOUN ADP NOUN PUNCT CCONJ AUX VERB ADP PUNCT SCONJ SCONJ PRON VERB DET PROPN PUNCT SCONJ ADP DET NOUN PRON AUX AUX VERB ADP PRON PUNCT CCONJ DET NOUN PUNCT VERB ADP NOUN ADP PROPN PRON PROPN PUNCT VERB PRON NOUN PUNCT CCONJ VERB ADP DET NOUN ADP NOUN PUNCT VERB NOUN ADP PROPN PUNCT DET NOUN AUX VERB PRON ADP PROPN PUNCT SCONJ PRON AUX VERB SCONJ PRON VERB ADP PROPN DET PROPN ADP PRON PUNCT
9646,CCONJ PRON VERB ADP ADP PRON ADJ NOUN PUNCT SCONJ SCONJ PUNCT SCONJ PRON VERB DET NOUN ADP PROPN PUNCT ADV PRON AUX ADV VERB SCONJ PRON AUX PUNCT ADV ADV PUNCT ADJ PUNCT PUNCT
9647,CCONJ SCONJ PRON VERB PART PUNCT PRON AUX VERB ADJ PUNCT VERB ADP NOUN PUNCT SCONJ PRON NOUN AUX AUX VERB PUNCT PUNCT
9648,DET NOUN NOUN AUX PART VERB PUNCT CCONJ ADV PRON VERB ADJ PUNCT PUNCT
9649,ADV PRON AUX PART VERB AUX ADJ ADP DET NOUN PUNCT
9650,PRON VERB DET NOUN ADP VERB DET ADJ NOUN ADP PROPN ADP DET NOUN ADP PROPN ADP PRON PUNCT CCONJ ADP VERB ADP PRON NOUN NOUN DET ADJ ADJ NOUN ADP DET NOUN ADP PROPN PUNCT NOUN PUNCT CCONJ DET NOUN ADP PROPN PUNCT NOUN PUNCT PUNCT
9651,PROPN AUX VERB ADP DET NOUN ADP NOUN PUNCT CCONJ DET NOUN PART NOUN ADP NOUN ADP NOUN ADP NOUN VERB PROPN PRON NOUN PUNCT
9652,PRON AUX PUNCT ADP DET NOUN ADP PROPN PUNCT PUNCT PUNCT VERB ADP PRON ADP DET NOUN ADP NOUN PUNCT PUNCT
9653,DET ADJ NOUN PART NOUN VERB ADP NOUN PUNCT CCONJ NOUN AUX PART VERB PRON PUNCT
9654,PUNCT PUNCT PROPN AUX ADJ PUNCT PUNCT
9655,SCONJ PRON AUX PART VERB SCONJ ADP ADV PRON AUX DET NOUN PUNCT
9656,CCONJ ADV SCONJ PRON PUNCT VERB ADV DET NOUN PUNCT PROPN PUNCT CCONJ AUX ADV ADV ADV DET NOUN PUNCT AUX VERB ADJ PUNCT AUX VERB DET NOUN ADP NOUN PUNCT PRON ADP PRON CCONJ ADP DET ADJ ADJ NOUN PUNCT PUNCT
9657,ADV ADV VERB PROPN PUNCT VERB DET NOUN VERB PUNCT ADP PRON PUNCT PUNCT CCONJ AUX ADV DET NOUN PUNCT ADP VERB NOUN PUNCT VERB DET NOUN ADP NOUN PUNCT CCONJ ADP PRON CCONJ DET ADJ ADJ NOUN PUNCT PUNCT
9658,SCONJ PRON VERB DET ADJ NOUN ADP NOUN ADP NUM ADP ADJ NOUN CCONJ NOUN CCONJ VERB SCONJ PROPN CCONJ PROPN AUX VERB ADP NOUN PUNCT PROPN ADV VERB ADJ PART VERB PRON NOUN ADP AUX PUNCT PUNCT ADJ PUNCT ADV ADV PUNCT PART VERB PUNCT CCONJ ADV ADJ PUNCT PUNCT
9659,PRON NOUN ADP DET NOUN ADP DET NOUN ADP DET NOUN VERB PRON PART VERB DET NOUN ADP DET PROPN PROPN CCONJ DET PROPN PROPN PUNCT
9660,DET NOUN VERB PRON NOUN ADP NOUN PART NOUN ADV PUNCT PUNCT
9661,ADP SCONJ PRON AUX PROPN PUNCT DET PROPN ADP PROPN PUNCT PRON VERB PART VERB NOUN PUNCT CCONJ PRON AUX NOUN ADP DET NOUN ADP PROPN ADP DET NOUN PRON VERB NOUN ADP DET NOUN PUNCT CCONJ DET PRON NOUN PUNCT
9662,ADP DET NOUN ADP NOUN PUNCT CCONJ PART ADP DET NOUN ADP PRON ADJ NOUN PUNCT NOUN VERB DET ADJ NOUN ADP DET NOUN ADP NOUN PUNCT VERB ADP DET VERB NOUN ADP NOUN ADP DET ADJ NOUN PUNCT
9663,ADP DET NOUN ADP DET NOUN AUX NOUN PUNCT
9664,PUNCT PUNCT ADP ADP DET NOUN PRON AUX ADV VERB ADP DET NOUN ADP NOUN PUNCT SCONJ PRON AUX VERB ADP NOUN PUNCT PUNCT
9665,CCONJ NOUN ADP PROPN VERB NOUN PUNCT
9666,ADV PUNCT SCONJ PRON VERB ADJ ADP NOUN PUNCT ADP DET PUNCT NOUN PUNCT PRON AUX VERB ADP ADP PRON PUNCT PUNCT
9667,PRON VERB PROPN ADP DET ADV ADJ NOUN SCONJ PROPN CCONJ PROPN VERB ADP DET ADJ NOUN PRON PRON VERB PUNCT ADV PUNCT ADP DET PROPN PUNCT ADP DET NOUN ADP DET NOUN ADP PROPN ADP PROPN PROPN PUNCT PUNCT
9668,PRON VERB DET NOUN ADV ADP DET ADJ NOUN ADP NOUN ADP DET PROPN PUNCT
9669,ADP DET NOUN PUNCT SCONJ PRON AUX AUX VERB NOUN SCONJ PRON VERB ADP DET NOUN PUNCT PRON VERB NOUN ADV PUNCT
9670,DET NOUN ADP NOUN AUX NOUN PUNCT
9671,PROPN PART NOUN PUNCT ADV VERB ADP NOUN CCONJ ADP NOUN ADP PROPN PUNCT AUX ADV AUX VERB ADP DET NOUN ADP NOUN PUNCT
9672,ADV PUNCT ADV ADP DET NOUN ADP DET NOUN DET NOUN ADP NOUN VERB ADP PROPN PUNCT CCONJ PRON ADV VERB PUNCT
9673,ADV NOUN PUNCT ADV PUNCT VERB DET NOUN ADV ADV ADP DET ADJ NOUN PUNCT
9674,PUNCT PUNCT ADV ADV PRON PUNCT PROPN PUNCT VERB PRON PUNCT NOUN PUNCT ADP ADP PROPN PUNCT CCONJ VERB PRON ADV ADP DET NOUN ADP NOUN PUNCT PART SCONJ PRON VERB PRON DET NOUN ADP NOUN PUNCT ADP DET NOUN PART VERB PUNCT CCONJ SCONJ PRON VERB PRON PUNCT PUNCT CCONJ AUX PART VERB PUNCT SCONJ PRON AUX VERB DET NOUN ADP ADV PUNCT CCONJ SCONJ DET NOUN PRON VERB PRON AUX AUX ADJ PUNCT CCONJ ADJ NOUN CCONJ ADJ PUNCT
9675,CCONJ PRON VERB DET VERB ADP PRON PUNCT NOUN ADP PUNCT NOUN PUNCT ADP VERB NOUN PUNCT CCONJ ADV VERB NOUN PART VERB PUNCT VERB DET NOUN ADP PRON ADP DET NOUN ADP DET NOUN PUNCT PRON AUX VERB NOUN ADP DET NOUN PUNCT SCONJ DET NOUN PUNCT VERB ADP NOUN PART VERB ADP NOUN PUNCT CCONJ VERB ADP PRON PUNCT AUX VERB ADP PROPN PUNCT PUNCT
9676,DET NOUN PUNCT PRON VERB ADP DET ADJ CCONJ PROPN PUNCT VERB ADV ADV ADP DET NOUN ADP PROPN PART NOUN PUNCT PUNCT
9677,SCONJ PRON VERB DET NOUN ADP DET NOUN ADP NOUN ADP NOUN ADP NOUN PRON AUX VERB ADP PROPN PUNCT
9678,SCONJ NOUN AUX VERB ADV ADP VERB PUNCT CCONJ PRON AUX ADV ADP PRON NOUN SCONJ PROPN AUX VERB ADJ ADP NOUN PUNCT
9679,PRON AUX ADV ADJ PART VERB SCONJ DET NOUN ADP NOUN AUX ADV ADJ ADP PROPN SCONJ DET NOUN ADP NOUN AUX PUNCT
9680,PRON VERB ADP PRON NOUN ADP PROPN PUNCT
9681,PRON AUX VERB ADP ADV ADP DET NOUN ADP DET VERB NOUN ADP SCONJ NOUN VERB ADP NUM NOUN ADP DET ADJ PUNCT
9682,PRON VERB ADV ADJ ADP PRON NOUN ADP PROPN ADP DET ADJ PROPN PUNCT PRON AUX ADV VERB PART VERB NOUN PUNCT CCONJ DET NOUN VERB ADP DET NOUN ADP NOUN PUNCT
9683,DET NOUN SCONJ NOUN ADV ADP NOUN ADP NOUN PART ADJ NOUN PROPN NOUN ADP ADJ ADJ NOUN PUNCT ADV DET PROPN PUNCT VERB NOUN PUNCT
9684,PRON VERB ADP DET NOUN ADP PROPN ADP DET NOUN ADP NOUN PUNCT PRON AUX VERB PUNCT SCONJ PRON AUX PART VERB PART VERB PUNCT NOUN ADP NOUN CCONJ NOUN PUNCT
9685,NOUN VERB NOUN ADP PRON NOUN PUNCT CCONJ PRON VERB PRON ADV ADP PRON NOUN PUNCT
9686,PRON VERB DET NOUN PRON PRON VERB PRON VERB PUNCT CCONJ PRON ADV VERB ADV ADV SCONJ PRON VERB PRON NOUN ADP DET NOUN ADP NOUN PUNCT
9687,DET NUM NOUN ADP NOUN AUX PART AUX ADV VERB PUNCT CCONJ PRON AUX PART AUX VERB CCONJ VERB PUNCT
9688,DET VERB NOUN ADP ADJ NOUN PART VERB NOUN ADP ADV DET NOUN ADP ADJ NOUN VERB SCONJ DET NUM NOUN ADP NOUN AUX PART AUX VERB PUNCT
9689,ADJ NOUN ADV ADV VERB PRON VERB PART VERB SCONJ PROPN AUX VERB ADJ ADP VERB ADJ CCONJ ADV ADJ CCONJ ADV ADV ADJ PUNCT ADP ADJ PUNCT SCONJ PROPN PART NOUN AUX VERB PART AUX NOUN ADP DET NOUN ADP NOUN PUNCT
9690,SCONJ PRON AUX PUNCT ADV PRON AUX AUX AUX PROPN PART NOUN PART VERB PRON ADP DET ADJ NOUN ADP NOUN ADP NOUN PUNCT
9691,NUM NOUN PUNCT CCONJ PRON ADP DET NOUN VERB PUNCT PROPN AUX AUX VERB ADJ PUNCT ADV SCONJ PRON VERB ADJ ADP DET NOUN ADP PROPN PUNCT PUNCT
9692,CCONJ ADV PRON AUX AUX AUX VERB ADP ADP DET NOUN ADJ PUNCT
9693,DET NOUN ADP DET NOUN ADP DET NOUN ADP NOUN AUX DET NOUN ADP DET NOUN SCONJ NOUN AUX PART AUX ADV DET NOUN PUNCT SCONJ DET NOUN VERB ADJ ADP DET NOUN PRON AUX VERB ADP DET ADJ NOUN ADP NOUN CCONJ NOUN PUNCT
9694,ADP DET ADJ NOUN PUNCT ADJ NOUN VERB SCONJ NOUN AUX ADJ ADP DET ADJ NOUN ADP ADJ NOUN PUNCT
9695,PRON AUX DET NOUN ADP NOUN PUNCT CCONJ PRON NOUN AUX DET NOUN PUNCT
9696,SCONJ DET NOUN ADP NOUN ADP NOUN AUX PART VERB ADP DET NOUN ADP NOUN ADP ADJ NOUN PUNCT DET NOUN VERB ADJ SCONJ ADJ NOUN PRON AUX DET NOUN ADP NOUN ADV ADP DET NOUN ADP PRON NOUN AUX VERB ADP DET NOUN ADP DET PROPN PUNCT
9697,PRON VERB PART AUX AUX DET NOUN PART PRON PROPN AUX VERB PUNCT
9698,SCONJ NOUN VERB ADJ ADP PRON NOUN ADP NOUN ADP DET NOUN CCONJ SCONJ NOUN VERB ADJ ADP PRON NOUN PUNCT DET NOUN ADP DET NOUN ADJ ADP PROPN VERB PART VERB ADP DET ADV VERB NOUN ADP NOUN ADP ADJ PUNCT X PUNCT VERB PUNCT NOUN PUNCT
9699,DET DET NOUN ADP NOUN ADV VERB DET ADJ NOUN ADP NOUN PUNCT PUNCT
9700,SCONJ PRON VERB NOUN ADP PUNCT PART NOUN ADP PUNCT NOUN CCONJ NOUN PUNCT
9701,SCONJ PROPN VERB PART ADV NOUN ADP NOUN PUNCT CCONJ NOUN ADP DET NOUN ADP PROPN PUNCT DET DET NOUN ADP NOUN AUX VERB DET ADJ NOUN ADP DET ADJ NOUN ADP DET NOUN ADP PROPN PUNCT
9702,ADV PUNCT ADP DET NOUN PART VERB NOUN PUNCT PRON ADV AUX ADJ PART VERB SCONJ DET NOUN VERB DET ADJ NOUN PART VERB PART VERB NOUN PRON VERB PUNCT
9703,DET ADJ NOUN AUX DET ADJ NOUN ADP VERB NOUN PUNCT SCONJ DET NOUN AUX ADV VERB ADP DET PROPN PROPN PUNCT CCONJ PROPN AUX ADV PART DET NOUN PUNCT CCONJ ADP NOUN CCONJ ADP NOUN PUNCT
9704,PROPN PROPN PROPN PUNCT DET ADJ NOUN ADP DET NOUN PUNCT VERB PRON ADV ADP DET NOUN ADP NUM PUNCT VERB SCONJ PROPN AUX PART AUX VERB CCONJ VERB CCONJ SCONJ ADP DET NOUN DET NOUN PART VERB PRON ADP NOUN AUX VERB PUNCT
9705,ADV ADV PUNCT PROPN ADV VERB PUNCT DET PROPN AUX ADV VERB SCONJ PROPN PUNCT PUNCT AUX PART AUX VERB CCONJ VERB ADP VERB PRON NOUN ADP PRON PRON VERB ADP PRON ADP NOUN ADP PRON NOUN PUNCT PUNCT
9706,PRON NOUN AUX PART VERB PART VERB ADJ NOUN PRON VERB PROPN PART AUX ADV ADJ CCONJ PRON VERB PRON NOUN ADP PRON NOUN PART VERB DET NOUN ADP PRON NOUN PUNCT
9707,PRON AUX ADV VERB PUNCT SCONJ PRON AUX DET ADJ NOUN PUNCT SCONJ DET NOUN VERB ADP PRON VERB DET PROPN PROPN ADP DET PROPN PROPN PUNCT CCONJ ADV PART VERB PRON PUNCT ADV ADP VERB PROPN VERB PRON ADP DET VERB NOUN ADP PRON NOUN SCONJ PRON NOUN AUX VERB PART VERB PRON PUNCT
9708,ADV PUNCT PRON AUX VERB ADJ ADP NOUN ADP DET NOUN PUNCT SCONJ PROPN PART NOUN VERB ADP DET NOUN ADP PRON NOUN PUNCT PRON AUX ADV VERB ADP DET NOUN ADP PRON NOUN ADP DET NOUN ADP PROPN PUNCT
9709,PRON NOUN ADP DET PROPN PROPN ADP ADJ NOUN AUX ADV VERB SCONJ PRON AUX VERB PUNCT PUNCT ADJ NOUN PUNCT ADP DET NOUN ADP VERB PROPN DET PUNCT PUNCT ADJ PUNCT NOUN PUNCT
9710,VERB DET PRON PUNCT ADV PUNCT SCONJ ADJ PROPN CCONJ DET PROPN PROPN PROPN NOUN ADP ADJ NOUN DET NOUN PROPN VERB SCONJ PRON PUNCT CCONJ ADV VERB SCONJ SCONJ DET PROPN VERB DET NOUN PRON VERB PUNCT PRON VERB DET ADJ NOUN PUNCT
9711,SCONJ PROPN PROPN NOUN AUX VERB ADP DET ADJ NOUN ADP PROPN CCONJ DET NOUN ADP PROPN NUM PUNCT NUM PUNCT SCONJ PRON AUX VERB DET NOUN ADP PROPN PROPN PART VERB SCONJ PROPN VERB DET PROPN PUNCT SCONJ PRON AUX VERB SCONJ PROPN PROPN PROPN PROPN VERB DET NOUN ADP VERB PUNCT PUNCT PUNCT DET NOUN ADP PROPN CCONJ PROPN AUX DET NOUN ADP PROPN PUNCT PUNCT
9712,DET NOUN ADP PROPN PROPN CCONJ DET PROPN AUX DET NOUN ADP DET PROPN CCONJ PROPN PUNCT PUNCT SCONJ DET VERB ADJ NOUN PUNCT DET ADJ NOUN VERB ADV DET NOUN ADP NOUN PUNCT ADP ADJ NOUN PUNCT SCONJ DET PROPN ADV ADV VERB PRON ADV PART VERB PROPN PUNCT
9713,AUX PRON VERB ADV PUNCT DET NOUN ADP PRON NOUN AUX AUX VERB ADJ PUNCT CCONJ AUX DET PROPN PROPN PROPN VERB NOUN PART VERB PROPN PART NOUN ADJ ADP ADP VERB ADP ADP PRON ADJ NOUN CCONJ VERB PUNCT PUNCT NOUN PUNCT PUNCT
9714,ADV ADP NOUN PUNCT ADV PUNCT DET PROPN PROPN AUX PART ADV VERB PROPN PART VERB DET NOUN PUNCT SCONJ PRON VERB ADV ADJ ADP NOUN ADP PRON AUX AUX AUX DET ADJ NOUN PUNCT
9715,ADV PUNCT DET NOUN ADP DET NOUN AUX VERB SCONJ PROPN PROPN VERB PROPN PART NOUN PUNCT SCONJ VERB ADV PROPN CCONJ PROPN PROPN PUNCT PUNCT
9716,ADP PROPN VERB ADP ADP NOUN ADP NOUN CCONJ VERB ADP ADP DET NOUN PUNCT SCONJ PART ADP ADP DET PROPN PUNCT
9717,ADP DET NOUN PUNCT ADP NOUN PUNCT PROPN PROPN VERB PRON ADV ADP DET NOUN CCONJ VERB PROPN PART VERB PRON PUNCT ADP PRON ADJ PROPN ADV VERB ADP NOUN PUNCT
9718,DET PRON ADP NOUN PUNCT PRON ADP PRON NOUN ADP NOUN PUNCT VERB PRON PART VERB DET NOUN ADP CCONJ ADV ADV PUNCT ADV VERB PRON ADP DET NOUN ADP NOUN PUNCT
9719,PRON AUX ADV DET ADJ NOUN PUNCT CCONJ ADV DET ADJ NOUN ADP PROPN PROPN PUNCT PRON PRON VERB PUNCT VERB NOUN PUNCT
9720,PROPN AUX ADV VERB PUNCT
9721,ADP DET NOUN SCONJ PRON AUX VERB CCONJ ADV VERB PUNCT PRON VERB PRON ADP VERB PRON VERB ADP PRON PUNCT
9722,ADV PUNCT ADV ADP DET DET NOUN PUNCT DET NOUN ADP ADJ NOUN AUX ADV PART VERB ADP NOUN PUNCT PRON ADV ADP AUX DET NOUN ADP PROPN PROPN ADP AUX VERB DET ADJ NOUN ADP PRON NOUN ADP PROPN PROPN PROPN PART PROPN PROPN PROPN PROPN ADP VERB PRON NOUN ADP NOUN ADP PRON PUNCT
9723,ADP DET NOUN DET ADJ NOUN VERB PUNCT NOUN VERB NOUN ADP NUM ADJ NOUN PUNCT CCONJ ADJ NOUN ADP PRON NOUN PUNCT CCONJ SCONJ VERB ADP DET NOUN PUNCT PRON VERB ADV PUNCT
9724,VERB PRON PRON AUX VERB ADP NOUN PRON PRON NOUN VERB NOUN PUNCT AUX PRON DET NOUN NOUN VERB ADJ NOUN ADP NOUN PUNCT PUNCT
9725,AUX PRON ADV ADV ADJ SCONJ ADV ADV SCONJ DET NOUN VERB PRON NOUN ADP ADJ NOUN PRON AUX VERB ADP DET NOUN ADP NOUN ADV ADJ ADP DET NOUN AUX ADV PART VERB ADP PUNCT PUNCT
9726,ADV PUNCT PRON VERB DET ADJ NOUN ADP DET NUM NOUN PUNCT
9727,PROPN VERB DET NOUN ADP VERB PRON ADV PUNCT CCONJ ADV ADP VERB PRON ADP PRON PUNCT PRON VERB ADP ADP DET ADJ NOUN PUNCT SCONJ SCONJ PRON AUX VERB DET NOUN ADP PRON NOUN PUNCT VERB PRON NOUN PUNCT NOUN CCONJ ADV VERB PRON ADJ NOUN PUNCT
9728,PROPN VERB SCONJ PART VERB PUNCT ADV SCONJ DET NOUN VERB PRON PART VERB PUNCT SCONJ VERB DET PROPN PART VERB PRON ADP PUNCT
9729,ADV PRON AUX ADP PRON NOUN PUNCT SCONJ AUX DET NOUN ADP PRON ADV PUNCT DET NOUN ADP DET ADJ NOUN PUNCT
9730,PRON ADV VERB DET VERB NOUN ADP PRON ADP PRON PUNCT VERB PRON PRON VERB CCONJ DET NOUN PART VERB PRON CCONJ DET NOUN PART VERB PRON NOUN PUNCT
9731,ADV PUNCT DET NOUN ADP PROPN CCONJ DET NOUN ADP PRON NOUN PUNCT CCONJ ADJ CCONJ ADJ PUNCT AUX DET ADJ NOUN PUNCT DET ADJ NOUN PUNCT
9732,PRON AUX PART AUX VERB ADV ADP ADV VERB PRON NOUN ADP ADJ NOUN ADP NOUN PUNCT NOUN CCONJ ADP ADV VERB ADP DET NOUN ADP DET NOUN ADP DET NOUN ADP PRON PUNCT
9733,DET NOUN AUX ADJ PUNCT SCONJ ADJ NOUN ADP PROPN PROPN AUX ADJ PUNCT ADJ PUNCT ADV ADJ PUNCT ADJ PUNCT ADJ ADP DET ADJ NOUN ADP PRON ADJ ADJ NOUN ADP NOUN PUNCT CCONJ ADV ADJ PART VERB ADP ADJ NOUN SCONJ PRON ADJ NOUN AUX VERB PUNCT
9734,PROPN PUNCT ADP ADP PROPN CCONJ PROPN PROPN PUNCT VERB DET ADJ ADJ NOUN SCONJ VERB NOUN VERB ADP NOUN ADP DET PROPN PROPN CCONJ NOUN PUNCT
9735,ADV PUNCT PRON AUX VERB NOUN ADP VERB ADV DET NOUN ADP DET NOUN PUNCT PUNCT
9736,PRON NOUN AUX ADJ PUNCT CCONJ DET NOUN ADP PRON CCONJ DET NOUN AUX ADV PUNCT NOUN PUNCT
9737,CCONJ PROPN ADP DET ADJ ADJ ADJ NOUN ADP DET NOUN ADP DET NOUN PRON AUX VERB PRON DET NOUN ADP NOUN VERB DET ADJ NOUN PUNCT PRON AUX PART PART AUX VERB ADP VERB PRON ADP ADP DET NOUN ADP NOUN PUNCT
9738,ADV SCONJ PRON ADJ NOUN AUX VERB PUNCT ADP PRON PUNCT NOUN PUNCT DET ADJ NOUN PRON VERB AUX ADV ADV ADP PRON PUNCT
9739,PRON AUX AUX ADV VERB PUNCT CCONJ PRON AUX ADV VERB PRON ADV PUNCT ADP DET NOUN AUX DET ADJ VERB PRON VERB PART VERB ADJ PUNCT PUNCT
9740,CCONJ ADV PUNCT SCONJ PRON VERB ADJ SCONJ PRON AUX VERB DET NOUN ADP PRON NOUN PUNCT PRON AUX PRON PUNCT ADP PRON NOUN PUNCT VERB ADP DET ADJ NOUN ADP PRON PUNCT PUNCT
9741,PRON AUX AUX DET NOUN PUNCT DET PROPN ADP DET NOUN AUX AUX ADV ADJ ADP VERB PRON NOUN ADP NOUN PUNCT
9742,DET ADJ NOUN PUNCT VERB ADP DET PROPN PUNCT ADJ CCONJ PROPN PUNCT VERB ADP DET NOUN ADP PROPN SCONJ ADP PRON ADJ NOUN PROPN AUX PART VERB ADP DET ADJ NOUN PUNCT SCONJ DET NOUN ADP NOUN VERB NOUN ADP NOUN CCONJ NOUN PUNCT PUNCT PUNCT DET NOUN ADP DET NOUN AUX VERB ADV ADJ ADP DET NOUN PUNCT CCONJ ADV ADV ADP ADJ NOUN CCONJ PRON AUX VERB ADJ NOUN PUNCT
9743,PRON VERB ADJ ADP NOUN ADP NUM DET ADP ADJ NOUN PUNCT
9744,NOUN AUX ADV ADJ CCONJ VERB ADV ADP NOUN PUNCT CCONJ ADV VERB ADP DET NOUN ADP NOUN PUNCT PUNCT
9745,ADV ADV ADV PUNCT CCONJ ADP DET NOUN ADP DET NOUN PUNCT PROPN VERB PUNCT VERB PUNCT PRON AUX PROPN PUNCT PART PROPN PUNCT PUNCT
9746,PUNCT PRON AUX DET NOUN ADP PROPN VERB PRON ADP PRON NOUN PUNCT AUX PRON PUNCT PUNCT VERB ADP NOUN PUNCT CCONJ ADV VERB DET NOUN ADP NOUN PUNCT CCONJ AUX VERB ADP DET ADJ NOUN PUNCT PRON AUX VERB ADJ NOUN PUNCT PUNCT
9747,NOUN VERB PRON PUNCT ADP DET NOUN PUNCT PUNCT
9748,PRON VERB PRON ADJ PART VERB SCONJ PRON ADV ADV VERB ADJ NOUN ADP PRON NOUN PUNCT
9749,CCONJ PROPN PROPN PUNCT VERB PRON NOUN ADP DET NOUN PUNCT ADP PUNCT ADJ PUNCT VERB ADP DET NOUN ADP DET PUNCT PUNCT NUM PUNCT ADJ PROPN PROPN PUNCT PRON VERB DET NOUN ADP DET ADJ NOUN VERB ADP DET NOUN PUNCT ADP PRON AUX ADV DET ADJ NOUN PUNCT PUNCT VERB ADJ ADP DET NOUN SCONJ DET NOUN ADP PRON CCONJ DET ADJ NOUN AUX PART PRON PRON AUX AUX VERB ADP DET ADJ NOUN ADP ADJ NOUN PUNCT
9750,SCONJ PRON VERB ADV ADP PRON PROPN AUX VERB PRON AUX PUNCT ADP VERB NOUN PUNCT PROPN VERB PROPN PART ADJ NOUN SCONJ PRON PRON VERB DET NOUN ADP NOUN AUX ADV VERB SCONJ ADJ NOUN NOUN AUX VERB PART VERB ADP NOUN PRON VERB ADP PRON NOUN PUNCT
9751,DET ADJ NOUN VERB PRON ADV DET NOUN PUNCT CCONJ ADV ADP DET VERB NOUN DET NOUN PUNCT
9752,ADP VERB PRON ADP DET NOUN ADP DET NOUN PUNCT PRON AUX PUNCT PRON AUX ADJ PUNCT VERB ADP DET ADJ NOUN PUNCT ADV ADJ PRON AUX PUNCT SCONJ DET NOUN ADP PROPN CCONJ PRON NOUN AUX VERB ADP ADJ PUNCT
9753,PRON VERB DET NOUN ADP NOUN ADP ADV ADJ NOUN SCONJ PRON VERB PART VERB ADP PUNCT ADP DET ADJ PUNCT NOUN PUNCT
9754,PRON ADV AUX PUNCT PUNCT DET NOUN PUNCT NOUN PUNCT NOUN PUNCT DET NOUN ADP NOUN CCONJ NOUN PUNCT AUX SCONJ VERB SCONJ PRON AUX PUNCT PUNCT VERB DET NOUN CCONJ NOUN CCONJ DET NUM NOUN PRON VERB ADP DET ADJ NOUN ADP DET NOUN PUNCT CCONJ ADV VERB PUNCT PUNCT ADJ PUNCT ADJ PUNCT ADJ AUX DET PROPN PROPN PUNCT PUNCT PUNCT PUNCT PUNCT
9755,CCONJ PUNCT SCONJ PRON VERB SCONJ ADJ AUX DET NOUN ADP DET ADJ PROPN NOUN ADP NOUN ADP DET ADJ NOUN ADP NOUN PUNCT AUX PRON AUX VERB SCONJ PRON ADJ NOUN AUX VERB ADP DET ADJ NOUN ADP NOUN SCONJ PROPN VERB ADP PRON ADV PUNCT PUNCT PUNCT VERB ADP DET PROPN NOUN SCONJ DET PROPN VERB PUNCT PUNCT
9756,VERB DET PROPN ADP PRON PUNCT PUNCT
9757,PRON CCONJ PRON VERB DET ADJ NOUN PUNCT
9758,PRON VERB DET ADJ ADJ NOUN PRON AUX ADV VERB DET NOUN ADP PRON NOUN PUNCT CCONJ DET NOUN ADP PRON NOUN PUNCT PRON VERB PART ADP DET NOUN ADP DET PROPN ADP PROPN PUNCT CCONJ ADP DET PROPN PROPN PUNCT DET NOUN ADV ADJ NOUN PUNCT
